table_catalog,table_schema,table_name,table_type,table_description
prod_trusted_bronze,hightouch_planner,sync2687389_request1181543129_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2687599_request1046062221_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2687599_request1046062221_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2687599_request1046111088_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2687599_request1046111088_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2687700_request1046111175_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2687700_request1046111175_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2687700_request1046112996_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2687700_request1046112996_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2688397_request1046939885_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2688397_request1046939885_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2688425_request1046992470_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2688425_request1046992470_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2688469_request1046992106_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2688469_request1046992106_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2688481_request1050737900_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2688481_request1050737900_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2688584_request1047063229_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2688584_request1047063229_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2689583_request1049774843_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690333_request1052544884_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690333_request1052544884_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690333_request1056490970_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690333_request1056490970_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690334_request1052544885_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690334_request1052544885_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690334_request1056490971_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690334_request1056490971_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690335_request1052544871_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690335_request1052544871_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690335_request1056490906_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690335_request1056490906_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690505_request1180593304_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690505_request1180593304_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690505_request1181542932_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2690505_request1181542932_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691320_request1052664814_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691320_request1052664814_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691320_request1056477953_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691320_request1056477953_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691372_request1052664816_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691372_request1052664816_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691372_request1056477956_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691372_request1056477956_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691376_request1052664813_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691376_request1052664813_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691376_request1056477952_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691376_request1056477952_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691456_request1054629997_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691456_request1055585230_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2691456_request1056542236_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694672_request1180640720_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694672_request1180640720_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694672_request1181590432_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694672_request1181590432_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694673_request1180640898_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694673_request1180640898_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694673_request1181590573_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694673_request1181590573_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694674_request1180640717_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694674_request1180640717_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694674_request1181590431_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694674_request1181590431_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694679_request1180644430_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694679_request1180644430_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694679_request1181593859_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694679_request1181593859_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694680_request1180644434_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694680_request1180644434_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694680_request1181593862_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694680_request1181593862_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694681_request1180644428_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694681_request1180644428_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694681_request1181593857_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694681_request1181593857_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694696_request1180646698_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694696_request1180646698_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694696_request1181596466_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694696_request1181596466_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694712_request1180646680_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694712_request1180646680_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694712_request1181596380_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694712_request1181596380_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694714_request1180646685_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694714_request1180646685_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694714_request1181596465_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2694714_request1181596465_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2708818_request1180593627_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2708818_request1180593627_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2708818_request1181541664_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2708818_request1181541664_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2714746_request1083449424_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2714746_request1083449424_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2714746_request1083485414_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2714746_request1083485414_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2714758_request1182048077_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2714758_request1182048077_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2714758_request1182086341_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2714758_request1182086341_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2749831_request1108633230_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2749831_request1108633230_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2798607_request1180591542_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2798607_request1180591542_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2798607_request1181541652_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2798607_request1181541652_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2798646_request1180594546_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2798646_request1180594546_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2798646_request1181540408_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2798646_request1181540408_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2798706_request1180593163_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2798706_request1180593163_rejections,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2798706_request1181541537_plan,MANAGED,
prod_trusted_bronze,hightouch_planner,sync2798706_request1181541537_rejections,MANAGED,
prod_trusted_bronze,hops,bidding_policy,MANAGED,"this table is to store prechecked base bid data.

**Granularity**: One row per line item

**Data contract**: 

**Data pipeline**: [verification-astro-airflow](https://skyscanner.astronomer.run/d46zwutk/home?search=verification) [verification-airflow](https://dagger.skyscannertools.net/home?search=verification)

**Data pipeline (Github)**: [hops-ingestion-verification](https://github.skyscannertools.net/bamboo/hops-ingestion-verification)

**SLO**: Daily at 06:00 am UTC"
prod_trusted_bronze,hops,file_md5_record,MANAGED,"this table is to store md5 code for successful base bid files and multiplier files

**Granularity**: One row per line item

**Data contract**: 

**Data pipeline**: [verification-astro-airflow](https://skyscanner.astronomer.run/d46zwutk/home?search=verification) [verification-airflow](https://dagger.skyscannertools.net/home?search=verification)

**Data pipeline (Github)**: [hops-ingestion-verification](https://github.skyscannertools.net/bamboo/hops-ingestion-verification)

**SLO**: Daily at 06:00 am UTC"
prod_trusted_bronze,hops,multiplier_policy,MANAGED,"this table is to store prechecked multiplier data.

**Granularity**: One row per line item

**Data contract**: 

**Data pipeline**: [verification-astro-airflow](https://skyscanner.astronomer.run/d46zwutk/home?search=verification) [verification-airflow](https://dagger.skyscannertools.net/home?search=verification)

**Data pipeline (Github)**: [hops-ingestion-verification](https://github.skyscannertools.net/bamboo/hops-ingestion-verification)

**SLO**: Daily at 06:00 am UTC"
prod_trusted_bronze,hotel_content,hotel_amenities,MANAGED,"The information of hotel amenities.

**Granularity**: One row per hotel

**Data contract**: https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/738146100/Bronze+-+hotel+amenities

**Data pipeline**: https://dagger.skyscannertools.net/tree?dag_id=hotel_content_dag

**Data pipeline (Github)**: https://github.com/skyscanner/hotel-content-skyspark"
prod_trusted_bronze,hotel_content,hotel_basic,MANAGED,"The basic information of hotel content.

**Granularity**: One row per hotel

**Data contract**: https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/740885806/Bronze+-+hotel+basic

**Data pipeline**: https://dagger.skyscannertools.net/tree?dag_id=hotel_content_dag

**Data pipeline (Github)**: https://github.com/skyscanner/hotel-content-skyspark"
prod_trusted_bronze,hotel_content,hotel_chain,MANAGED,"The information of hotel chain.

**Granularity**: One row per hotel chain

**Data contract**: https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/738201186/Bronze+-+hotel+chain

**Data pipeline**: https://dagger.skyscannertools.net/tree?dag_id=hotel_content_dag

**Data pipeline (Github)**: https://github.com/skyscanner/hotel-content-skyspark"
prod_trusted_bronze,hotel_content,hotel_descriptions,MANAGED,"The information of hotel descriptions.

**Granularity**: One row per hotel

**Data contract**: https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/1047790031/Bronze+-+hotel+descriptions

**Data pipeline**: https://dagger.skyscannertools.net/tree?dag_id=hotel_content_dag

**Data pipeline (Github)**: https://github.com/skyscanner/hotel-content-skyspark"
prod_trusted_bronze,hotel_content,hotel_group,MANAGED,"The information of hotel group.

**Granularity**: One row per hotel group

**Data contract**: https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/1082949809/Bronze+-+hotel+group

**Data pipeline**: https://dagger.skyscannertools.net/tree?dag_id=hotel_content_dag

**Data pipeline (Github)**: https://github.com/skyscanner/hotel-content-skyspark"
prod_trusted_bronze,hotel_content,hotel_images,MANAGED,"The information of hotel images.

**Granularity**: One row per hotel

**Data contract**: https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/738143612/Bronze+-+hotel+images

**Data pipeline**: https://dagger.skyscannertools.net/tree?dag_id=hotel_content_dag

**Data pipeline (Github)**: https://github.com/skyscanner/hotel-content-skyspark"
prod_trusted_bronze,hotel_content,hotel_partner,MANAGED,"The information of hotel partner.

**Granularity**: One row per hotel

**Data contract**: https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/738212555/Bronze+-+hotel+partner

**Data pipeline**: https://dagger.skyscannertools.net/tree?dag_id=hotel_content_dag

**Data pipeline (Github)**: https://github.com/skyscanner/hotel-content-skyspark"
prod_trusted_bronze,hotel_content,partner_mapping_metrics,MANAGED,"The metrics of partner mappings

**Granularity**: One row per partner per day

**Data contract**: https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/740885806/Bronze+-+hotel+basic

**Data pipeline**: https://dagger.skyscannertools.net/tree?dag_id=hotel_mapping_metrics_dag

**Data pipeline (Github)**: https://github.com/skyscanner/hotel-content-skyspark"
prod_trusted_bronze,hotel_content,skyscanner_mapping_metrics,MANAGED,"The metrics of skyscanner hotel mapping.

**Granularity**: One row per day

**Data contract**: https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/740885806/Bronze+-+hotel+basic

**Data pipeline**: https://dagger.skyscannertools.net/tree?dag_id=hotel_mapping_metrics_dag

**Data pipeline (Github)**: https://github.com/skyscanner/hotel-content-skyspark"
prod_trusted_bronze,hotel_coverage,hotel_coverage,MANAGED,"Skyscanner hotel coverage raw data

**Granularity**: One row per hotel

**Data contract**: https://skyscanner.atlassian.net/wiki/x/cgRfPw

**Data pipeline**: https://dagger.skyscannertools.net/tree?dag_id=pc_hotel_coverage_data_ingest_dag

**Data pipeline (Github)**: https://github.com/skyscanner/pc-data-ingest-dag

**SLO**: 02:30 am UTC"
prod_trusted_bronze,hotel_mapping,hotel_coverage_mappings,MANAGED,"Mapped hotel data.

**Granularity**: One row per hotel, mapped hotel name and sponsor

**Data contract**: https://skyscanner.atlassian.net/wiki/x/MgB2L

**Data pipeline**: https://dagger.skyscannertools.net/tree?dag_id=pc_hotel_coverage_data_ingest_dag

**Data pipeline (Github)**: https://github.com/skyscanner/pc-data-ingest-dag

**SLO**: 02:30 am UTC"
prod_trusted_bronze,human_curated_data,associate,MANAGED,"Marketing Associate dimension data

**Granularity**: One row per associate_id

**Data contract**: [Marketing Dimensions](https://skyscanner.atlassian.net/wiki/x/sTQMQ)

**Data pipeline**: [Paid Campaign](https://skyscanner.astronomer.run/d46zwutk/dags/paid_campaign_dimensions_dag_v1/grid)

**Data pipeline (Github)**: [https://github.com/skyscanner/paid-campaign-dimensions)

**SLO**: Daily at 09:00 am UTC"
prod_trusted_bronze,human_curated_data,channel,MANAGED,"Marketing Channel dimension data

**Granularity**: One row per channel_code

**Data contract**: [Marketing Dimensions](https://skyscanner.atlassian.net/wiki/x/sTQMQ)

**Data pipeline**: [Paid Campaign](https://skyscanner.astronomer.run/d46zwutk/dags/paid_campaign_dimensions_dag_v1/grid)

**Data pipeline (Github)**: [https://github.com/skyscanner/paid-campaign-dimensions)

**SLO**: Daily at 09:00 am UTC"
prod_trusted_bronze,human_curated_data,engine,MANAGED,"Marketing Engine dimension data

**Granularity**: One row per engine_id

**Data contract**: [Marketing Dimensions](https://skyscanner.atlassian.net/wiki/x/sTQMQ)

**Data pipeline**: [Paid Campaign](https://skyscanner.astronomer.run/d46zwutk/dags/paid_campaign_dimensions_dag_v1/grid)

**Data pipeline (Github)**: [https://github.com/skyscanner/paid-campaign-dimensions)

**SLO**: Daily at 09:00 am UTC"
prod_trusted_bronze,human_curated_data,page_type,MANAGED,"UMS Page Type reference data

**Granularity**: One row per ums_page_type 

**Data contract**: [Bronze - Page Type](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/1034256418/Bronze+-+Page+Type)

**Data pipeline**: [page_type_reference_dag_v1](https://skyscanner.astronomer.run/dc39jfvu/dags/page_type_reference_dag_v1)

**Data pipeline (Github)**: [https://github.com/skyscanner/page-type-reference)

**SLO**: Daily at 06:30 am UTC"
prod_trusted_bronze,human_curated_data,seo_google_search_updates_history,MANAGED,"This dataset serves as a historical record of Google search updates, mapping them by date, name, and week number

**Granularity**: Each row represents a specific update event on a given date, along with its corresponding week number information

**Data contract**: [Bronze - seo_google_search_updates_history](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/1320091817/Bronze+-+seo_google_search_updates_history)

**Data pipeline**: [static_data_ingestion_dag_v1](https://skyscanner.astronomer.run/dc39jfvu/dags/static_data_ingestion_dag_v1/grid?search=static_data_ingestion_dag_v1)

**Data pipeline (Github)**: [seo-clarity-metrics-job](https://github.com/skyscanner/seo-clarity-metrics-job)

**SLO**: None"
prod_trusted_bronze,human_curated_data,seo_profound_domain_map,MANAGED,"This dataset maps website domains found in LLM citation URLs to their corresponding brand or company asset names

**Granularity**: One row per domain-to-asset mapping

**Data pipeline**: [static_data_ingestion_dag_v1](https://skyscanner.astronomer.run/dc39jfvu/dags/static_data_ingestion_dag_v1/grid?search=static_data_ingestion_dag_v1)

**Data pipeline (Github)**: [seo-clarity-metrics-job](https://github.com/skyscanner/seo-clarity-metrics-job)

**SLO**: None"
prod_trusted_bronze,human_curated_data,seo_profound_mention_map,MANAGED,"This dataset maps text mentions found in LLM responses to their corresponding brand or company asset names

**Granularity**: One row per mention-to-asset mapping

**Data pipeline**: [static_data_ingestion_dag_v1](https://skyscanner.astronomer.run/dc39jfvu/dags/static_data_ingestion_dag_v1/grid?search=static_data_ingestion_dag_v1)

**Data pipeline (Github)**: [seo-clarity-metrics-job](https://github.com/skyscanner/seo-clarity-metrics-job)

**SLO**: None"
prod_trusted_bronze,human_curated_data,seo_seoclarity_dashboard_market_weightings,MANAGED,"This dataset provides a mapping of countries to their weightings in a market-related context

**Granularity**: One row per country

**Data contract**: [Bronze - seo_seoclarity_dashboard_market_weightings](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/1320091797/Bronze+-+seo_seoclarity_dashboard_market_weightings)

**Data pipeline**: [static_data_ingestion_dag_v1](https://skyscanner.astronomer.run/dc39jfvu/dags/static_data_ingestion_dag_v1/grid?search=static_data_ingestion_dag_v1)

**Data pipeline (Github)**: [seo-clarity-metrics-job](https://github.com/skyscanner/seo-clarity-metrics-job)

**SLO**: None"
prod_trusted_bronze,human_curated_data,seo_seoclarity_dashboard_tags,MANAGED,"The dataset helps mapping SEOClarity tags to their corresponding verticals

**Granularity**: Each row represents a unique pairing of a physical tag and a vertical

**Data contract**: [Bronze - seo_seoclarity_dashboard_tags](https://skyscanner.atlassian.net/wiki/spaces/DATASET/pages/1320353793/Bronze+-+seo_seoclarity_dashboard_tags)

**Data pipeline**: [static_data_ingestion_dag_v1](https://skyscanner.astronomer.run/dc39jfvu/dags/static_data_ingestion_dag_v1/grid?search=static_data_ingestion_dag_v1)

**Data pipeline (Github)**: [seo-clarity-metrics-job](https://github.com/skyscanner/seo-clarity-metrics-job)

**SLO**: None"
prod_trusted_bronze,identity_store,user,MANAGED,"This dataset contains a partial snapshot of the identity-store database, which is a repository of Skyscanner users.

**Granularity**: One row per line item

**Data contract**: https://skyscanner.atlassian.net/wiki/x/NRaRL

**Data pipeline**: https://skyscanner.atlassian.net/wiki/x/6o_SL

**Data pipeline (Github)**: https://github.com/skyscanner/identity-user-export-job

**SLO**: Daily at 07:00 am UTC"
prod_trusted_bronze,impact,ads_action,MANAGED,"Bronze-layer table storing raw affiliate tracking data from the Impact platform. Includes referral metadata, action-level financials, partner identity, ad context, and user/device attributes.

**Granularity**: One row per unique user action (e.g. referral, booking) per partner, ad, and customer device context

**Data contract**: [Affiliate Performance Pipeline](https://skyscanner.atlassian.net/wiki/x/sTQMQ)

**Data pipeline**: [Affiliate Performance Pipeline](https://skyscanner.astronomer.run/d46zwutk/dags/affiliate_performance_pipeline_dags_v1/grid)

**Data pipeline (Github)**: https://github.com/Skyscanner/affiliate-performance-pipeline

**SLO**: Daily at 09:00 am UTC"
prod_trusted_bronze,impact,car_hire_booking_cost_revenue_action,MANAGED,"Bronze-layer table storing raw affiliate tracking data from the Impact platform. Includes referral metadata, action-level financials, partner identity, ad context, and user/device attributes.

**Granularity**: One row per unique user action (e.g. referral, booking) per partner, ad, and customer device context

**Data contract**: [Affiliate Performance Pipeline](https://skyscanner.atlassian.net/wiki/x/sTQMQ)

**Data pipeline**: [Affiliate Performance Pipeline](https://skyscanner.astronomer.run/d46zwutk/dags/affiliate_performance_pipeline_dags_v1/grid)

**Data pipeline (Github)**: https://github.com/Skyscanner/affiliate-performance-pipeline

**SLO**: Daily at 09:00 am UTC"
prod_trusted_bronze,impact,car_hire_booking_cost_revenue_locking,MANAGED,"Bronze-layer table storing raw affiliate tracking data from the Impact platform. Includes referral metadata, action-level financials, partner identity, ad context, and user/device attributes.

**Granularity**: One row per unique user action (e.g. referral, booking) per partner, ad, and customer device context

**Data contract**: [Affiliate Performance Pipeline](https://skyscanner.atlassian.net/wiki/x/sTQMQ)

**Data pipeline**: [Affiliate Performance Pipeline](https://skyscanner.astronomer.run/d46zwutk/dags/affiliate_performance_pipeline_dags_v1/grid)

**Data pipeline (Github)**: https://github.com/Skyscanner/affiliate-performance-pipeline

**SLO**: Daily at 09:00 am UTC"
prod_trusted_bronze,impact,file_submission_status,MANAGED,"Bronze layer table containing the processing status and validation results for each record from submitted affiliate performance files. This is the raw, unprocessed data.

**Granularity**: One row per record in a source file, including processing metadata.

**Data contract**: [Affiliate Performance Pipeline](https://skyscanner.atlassian.net/wiki/x/sTQMQ)

**Data pipeline**: [Affiliate Performance Pipeline](https://skyscanner.astronomer.run/d46zwutk/dags/affiliate_performance_pipeline_dags_v1/grid)

**Data pipeline (Github)**: [https://github.com/Skyscanner/affiliate-performance-pipeline)

**SLO**: Daily at 09:00 am UTC"
prod_trusted_bronze,impact,flight_booking_cost_revenue_action,MANAGED,"Bronze-layer table storing raw affiliate tracking data from the Impact platform. Includes referral metadata, action-level financials, partner identity, ad context, and user/device attributes.

**Granularity**: One row per unique user action (e.g. referral, booking) per partner, ad, and customer device context

**Data contract**: [Affiliate Performance Pipeline](https://skyscanner.atlassian.net/wiki/x/sTQMQ)

**Data pipeline**: [Affiliate Performance Pipeline](https://skyscanner.astronomer.run/d46zwutk/dags/affiliate_performance_pipeline_dags_v1/grid)

**Data pipeline (Github)**: https://github.com/Skyscanner/affiliate-performance-pipeline

**SLO**: Daily at 09:00 am UTC"
prod_trusted_bronze,impact,flight_booking_cost_revenue_locking,MANAGED,"Bronze-layer table storing raw affiliate tracking data from the Impact platform. Includes referral metadata, action-level financials, partner identity, ad context, and user/device attributes.

**Granularity**: One row per unique user action (e.g. referral, booking) per partner, ad, and customer device context

**Data contract**: [Affiliate Performance Pipeline](https://skyscanner.atlassian.net/wiki/x/sTQMQ)

**Data pipeline**: [Affiliate Performance Pipeline](https://skyscanner.astronomer.run/d46zwutk/dags/affiliate_performance_pipeline_dags_v1/grid)

**Data pipeline (Github)**: https://github.com/Skyscanner/affiliate-performance-pipeline

**SLO**: Daily at 09:00 am UTC"
prod_trusted_bronze,impact,hotel_booking_cost_revenue_action,MANAGED,"Bronze-layer table storing raw affiliate tracking data from the Impact platform. Includes referral metadata, action-level financials, partner identity, ad context, and user/device attributes.

**Granularity**: One row per unique user action (e.g. referral, booking) per partner, ad, and customer device context

**Data contract**: [Affiliate Performance Pipeline](https://skyscanner.atlassian.net/wiki/x/sTQMQ)

**Data pipeline**: [Affiliate Performance Pipeline](https://skyscanner.astronomer.run/d46zwutk/dags/affiliate_performance_pipeline_dags_v1/grid)

**Data pipeline (Github)**: https://github.com/Skyscanner/affiliate-performance-pipeline

**SLO**: Daily at 09:00 am UTC"
prod_trusted_bronze,impact,hotel_booking_cost_revenue_locking,MANAGED,"Bronze-layer table storing raw affiliate tracking data from the Impact platform. Includes referral metadata, action-level financials, partner identity, ad context, and user/device attributes.

**Granularity**: One row per unique user action (e.g. referral, booking) per partner, ad, and customer device context

**Data contract**: [Affiliate Performance Pipeline](https://skyscanner.atlassian.net/wiki/x/sTQMQ)

**Data pipeline**: [Affiliate Performance Pipeline](https://skyscanner.astronomer.run/d46zwutk/dags/affiliate_performance_pipeline_dags_v1/grid)

**Data pipeline (Github)**: https://github.com/Skyscanner/affiliate-performance-pipeline

**SLO**: Daily at 09:00 am UTC"
prod_trusted_bronze,impact,partner,MANAGED,"Impact Raw Partners Data -
        Impact partners data imported directly from impact into the bronze layer.
        

**Granularity**: Partner Level

**Data contract**: [Bronze - Impact Partners](https://skyscanner.atlassian.net/wiki/x/vc8TR)

**Data pipeline**: [paid_campaign_dimensions_dag_v1](https://skyscanner.astronomer.run/d46zwutk/dags/paid_campaign_dimensions_dag_v1/grid)

**Data pipeline (Github)**: [skyscanner/paid-campaign-dimensions](https://github.com/skyscanner/paid-campaign-dimensions)

**SLO**: 04:00 UTC"
prod_trusted_bronze,impact,performance_by_partner,MANAGED,"Bronze layer table containing raw affiliate performance metrics aggregated by media partner, including clicks, impressions, revenue, and cost data from Impact affiliate network

**Granularity**: One row per date, media partner, and campaign combination

**Data contract**: [Affiliate Performance Pipeline](https://skyscanner.atlassian.net/wiki/x/sTQMQ)

**Data pipeline**: [Affiliate Performance Pipeline](https://skyscanner.astronomer.run/d46zwutk/dags/affiliate_performance_pipeline_dags_v1/grid)

**Data pipeline (Github)**: [https://github.com/Skyscanner/affiliate-performance-pipeline)

**SLO**: Daily at 09:00 am UTC"
prod_trusted_bronze,impact,redirects_action,MANAGED,"Bronze-layer table storing raw affiliate tracking data from the Impact platform. Includes referral metadata, action-level financials, partner identity, ad context, and user/device attributes.

**Granularity**: One row per unique user action (e.g. referral, booking) per partner, ad, and customer device context

**Data contract**: [Affiliate Performance Pipeline](https://skyscanner.atlassian.net/wiki/x/sTQMQ)

**Data pipeline**: [Affiliate Performance Pipeline](https://skyscanner.astronomer.run/d46zwutk/dags/affiliate_performance_pipeline_dags_v1/grid)

**Data pipeline (Github)**: https://github.com/Skyscanner/affiliate-performance-pipeline

**SLO**: Daily at 09:00 am UTC"
prod_trusted_bronze,inhouse_scraper_hotel_price_accuracy,inhouse_scraper_hotel_price_accuracy,MANAGED,
prod_trusted_bronze,internal,accom_web_search_result_selected,EXTERNAL,"This table has delta.columnMapping.mode: name enabled, so partitions do not follow Hive partitioning style in S3"
prod_trusted_bronze,internal,accom_web_search_results_options,EXTERNAL,Created automatically by trusted-table-creator job
prod_trusted_bronze,internal,account_login,EXTERNAL,Created automatically by trusted-table-creator job
prod_trusted_bronze,internal,acorn_alternate_dates_redirect,EXTERNAL,Created automatically by trusted-table-creator job
prod_trusted_bronze,internal,acorn_element_impression,EXTERNAL,Created automatically by trusted-table-creator job
prod_trusted_bronze,internal,acorn_element_interaction,EXTERNAL,Created automatically by trusted-table-creator job
prod_trusted_bronze,internal,acorn_flights_show_more_button_click,EXTERNAL,Created automatically by trusted-table-creator job
